concept	lang	token	priority	head_lemma	parts
Coelodonta#genus	en	Coelodonta	0	Coelodonta PROPN	
Columba_genus#genus	en	Columba	0	Columba PROPN	
Columba_genus#genus	en	Old World pigeons	0	pigeon NOUN	old PROPN compound> world PROPN | world PROPN compound> pigeon NOUN
Columba_genus#genus	en	Typical pigeons	2	pigeon NOUN	typical ADJ amod> pigeon NOUN
Common_dolphin#genus	en	Delphinus	0	Delphinus PROPN	
Conolophus#genus	en	Conolophus	0	Conolophus NOUN	
Coot#genus	en	Fulica	0	Fulica PROPN	
Cormorant#genus	en	Phalacrocorax	0	Phalacrocorax NOUN	
Coronella#genus	en	Coronella	0	Coronella PROPN	
Corvus_genus#genus	en	Corvus	0	Corvus PROPN	
Corvus_genus#genus	en	True crows	0	crow NOUN	true ADJ amod> crow NOUN
Crataegus#genus	en	Crataegus	0	Crataegus NOUN	
Crested_penguin#genus	en	Eudyptes	0	Eudyptes PROPN	
Crested_penguin#genus	en	Crested penguins	0	penguin NOUN	Crested ADJ amod> penguin NOUN
Crocodylus#genus	en	Crocodylus	0	Crocodylus PROPN	
Crocodylus#genus	en	Crocodiles	0	Crocodile NOUN	
Crocuta#genus	en	Crocuta	0	Crocuta PROPN	
Crossbill#genus	en	Loxia	0	Loxia PROPN	
Cryptomys#genus	en	Cryptomys	0	Cryptomy PROPN	
Cryptoprocta#genus	en	Cryptoprocta	0	Cryptoprocta PROPN	
Culicoides#genus	en	Culicoides	0	Culicoide PROPN	
Cyanistes#genus	en	Cyanistes	0	Cyaniste PROPN	
Cyanopsitta#genus	en	Cyanopsitta	0	Cyanopsitta NOUN	
Dama#genus	en	Dama	0	Dama PROPN	
Damaliscus#genus	en	Damaliscus	0	Damaliscus PROPN	
Dendrocopos#genus	en	Dendrocopos	0	Dendrocopos PROPN	
Desmodus#genus	en	Desmodus	0	Desmodus NOUN	
Dipper#genus	en	Cinclus	0	Cinclus PROPN	
Dytiscus#genus	en	Dytiscus	0	Dytiscus PROPN	
Echis#genus	en	Echis	0	Echis PROPN	
Eciton#genus	en	Eciton	0	Eciton PROPN	
Egretta#genus	en	Egretta	0	Egretta PROPN	
Eider#genus	en	Somateria	0	Somateria PROPN	
Elm#genus	en	Ulmus	0	Ulmus PROPN	
Emberiza#genus	en	Emberiza	0	Emberiza PROPN	
Engraulis#genus	en	Engraulis	0	Engraulis PROPN	
Epidalea#genus	en	Epidalea	0	Epidalea PROPN	
Eptesicus#genus	en	Eptesicus	0	Eptesicus PROPN	
Equus_genus#genus	en	Equus	0	Equus PROPN	
Equus_genus#genus	en	Horses, donkeys and zebras	0	horse NOUN	, PUNCT punct> donkey NOUN | donkey NOUN conj> horse NOUN | and CCONJ cc> zebras NOUN | zebras NOUN conj> horse NOUN
Erinaceus#genus	en	Erinaceus	0	Erinaceus PROPN	
Erithacus#genus	en	Erithacus	0	Erithacus PROPN	
Erythrocebus#genus	en	Erythrocebus	0	Erythrocebus PROPN	
Eumetopias#genus	en	Eumetopias	0	Eumetopias PROPN	
Euophrys#genus	en	Euophrys	0	Euophrys PROPN	
Euphydryas#genus	en	Euphydryas 	0	Euphydryas PROPN	
Eurycea#genus	en	Eurycea	0	Eurycea PROPN	
Falcon#genus	en	Falco	0	Falco PROPN	
Falcon#genus	en	Falcons, hobbies and kestrels	0	Falcon NOUN	, PUNCT punct> hobby NOUN | hobby NOUN conj> Falcon NOUN | and CCONJ cc> kestrel NOUN | kestrel NOUN conj> Falcon NOUN
Felis#genus	en	Felis	0	Felis PROPN	
Ficedula#genus	en	Ficedula	0	Ficedula PROPN	
Flamingo#genus	en	Phoenicopterus	0	Phoenicopterus NOUN	
Flamingo#genus	en	Flamingos	0	Flamingos PROPN	
Formica#genus	en	Formica	0	Formica PROPN	
Formica#genus	en	Wood ants	0	ant NOUN	Wood PROPN compound> ant NOUN
Formica#genus	en	Field ants	2	ant NOUN	field ADJ amod> ant NOUN
Formica#genus	en	Mound ants	2	ant NOUN	mound NOUN compound> ant NOUN
Fringilla#genus	en	Fringilla	0	Fringilla PROPN	
Fritillaria#genus	en	Fritillaria	0	Fritillaria PROPN	
Fulmar#genus	en	Fulmarus	0	Fulmarus PROPN	
Furcifer#genus	en	Furcifer	0	Furcifer PROPN	
Gadfly_petrel#genus	en	Pterodroma	0	Pterodroma PROPN	
Galidictis#genus	en	Galidictis	0	Galidictis PROPN	
Gannet#genus	en	Morus	0	Morus PROPN	
Gannet#genus	en	Gannets	0	Gannet PROPN	
Garrulus#genus	en	Garrulus	0	Garrulus PROPN	
Gasterosteus#genus	en	Gasterosteus	0	Gasterosteus PROPN	
Gavialis#genus	en	Gavialis	0	Gavialis PROPN	
Geochelone#genus	en	Geochelone	0	Geochelone PROPN	
Giant_octopus#genus	en	Enteroctopus	0	Enteroctopus NOUN	
Glis#genus	en	Glis	0	Glis PROPN	
Goldeneye_duck#genus	en	Bucephala	0	Bucephala PROPN	
Gonepteryx#genus	en	Gonepteryx	0	Gonepteryx NOUN	
Gopherus#genus	en	Gopherus	0	Gopherus PROPN	
Gorilla#genus	en	Gorilla	0	Gorilla PROPN	
Gorilla#genus	en	Gorillas	0	Gorilla NOUN	
Grass-warbler#genus	en	Locustella	0	Locustella PROPN	
Grus_genus#genus	en	Grus	0	Grus PROPN	
Grus_genus#genus	en	Grus cranes	0	crane NOUN	Grus PROPN compound> crane NOUN
Gulo#genus	en	Gulo	0	Gulo PROPN	
Haematopus#genus	en	Haematopus	0	Haematopus PROPN	
Hare#genus	en	Lepus	0	Lepus PROPN	
Hare#genus	en	Common hares and jackrabbits	0	hare NOUN	common ADJ amod> hare NOUN | and CCONJ cc> jackrabbit NOUN | jackrabbit NOUN conj> hare NOUN
Harpagornis#genus	en	Harpagornis	0	Harpagornis PROPN	
Harpia#genus	en	Harpia	0	Harpia PROPN	
Harrier_bird#genus	en	Circus	0	Circus PROPN	
Harrier_bird#genus	en	Harriers	0	Harrier NOUN	
Helix_gastropod#genus	en	Helix	0	Helix NOUN	
Hemiechinus#genus	en	Hemiechinus	0	Hemiechinus NOUN	
Heterocephalus#genus	en	Heterocephalus	0	Heterocephalus PROPN	
Hippopotamus_genus#genus	en	Hippopotamus	0	Hippopotamus PROPN	
Hirundo#genus	en	Hirundo	0	Hirundo PROPN	
Homo#genus	en	Homo	0	homo NOUN	
Homo#genus	en	Modern and early humans	0	human NOUN	modern ADJ amod> human NOUN | and CCONJ cc> early ADJ | early ADJ conj> modern ADJ
Homo#genus	en	Man	2	man NOUN	
Horned_owl#genus	en	Bubo	0	Bubo PROPN	
Horned_owl#genus	en	Horned owls	0	owl NOUN	Horned ADJ amod> owl NOUN
Horned_owl#genus	en	Horned and eagle owls	2	owl NOUN	Horned ADJ amod> owl NOUN | and CCONJ cc> eagle ADJ | eagle ADJ conj> Horned ADJ
Hornet#genus	en	Vespa	0	Vespa PROPN	
Hylobates#genus	en	Hylobates	0	Hylobates PROPN	
Hylobates#genus	en	Hylobates gibbons	0	gibbon NOUN	Hylobates PROPN compound> gibbon NOUN
Hypericum#genus	en	Hypericum	0	Hypericum PROPN	
Hyperoodon#genus	en	Hyperoodon	0	Hyperoodon PROPN	
Inachis#genus	en	Inachis	0	Inachis PROPN	
Inia#genus	en	Inia	0	Inia PROPN	
Kinglet#genus	en	Regulus	0	Regulus PROPN	
Kittiwake#genus	en	Rissa	0	Rissa PROPN	
Kiwi#genus	en	Apteryx	0	Apteryx NOUN	
Kiwi#genus	en	Kiwis	0	Kiwis PROPN	
Lacerta_genus#genus	en	Lacerta	0	Lacerta PROPN	
Lagenorhynchus#genus	en	Lagenorhynchus	0	Lagenorhynchus PROPN	
Lagopus#genus	en	Lagopus	0	Lagopus PROPN	
Lama_genus#genus	en	Lama	0	Lama PROPN	
Lampetra#genus	en	Lampetra	0	Lampetra PROPN	
Lampyris#genus	en	Lampyris	0	Lampyris NOUN	
Larus#genus	en	Larus	0	Larus PROPN	
Larus#genus	en	Gulls	0	Gull NOUN	
Lasius#genus	en	Lasius	0	Lasius PROPN	
Lasius#genus	en	Lasius ants	0	ant NOUN	Lasius ADJ amod> ant NOUN
Laticauda#genus	en	Laticauda	0	Laticauda PROPN	
Laticauda#genus	en	Sea kraits	0	krait NOUN	Sea NOUN compound> krait NOUN
Leaf-warbler#genus	en	Phylloscopus	0	Phylloscopus NOUN	
Leaf-warbler#genus	en	Leaf warblers	0	warbler NOUN	leaf PROPN compound> warbler NOUN
Leptodactylus#genus	en	Leptodactylus	0	Leptodactylus PROPN	
Leptodactylus#genus	en	Ditch frogs	0	frog NOUN	Ditch NOUN compound> frog NOUN
Leptodactylus#genus	en	Foam-nest frogs	2	frog NOUN	Foam NOUN compound> nest NOUN | - PUNCT punct> nest NOUN | nest NOUN compound> frog NOUN
Leptodactylus#genus	en	White-lipped frogs	2	frog NOUN	White PROPN obl:npmod> lip VERB | - PUNCT punct> lip VERB | lip VERB amod> frog NOUN
Lissotriton#genus	en	Lissotriton	0	Lissotriton PROPN	
Loon#genus	en	Gavia	0	Gavia PROPN	
Loon#genus	en	Divers	0	Diver NOUN	
Loon#genus	en	Loons	2	Loon NOUN	
Lophophanes#genus	en	Lophophanes	0	Lophophane NOUN	
Luscinia#genus	en	Luscinia	0	Luscinia PROPN	
Lutra#genus	en	Lutra	0	Lutra PROPN	
Lutung#genus	en	Trachypithecus	0	Trachypithecus PROPN	
Lutung#genus	en	Lutungs	0	Lutung NOUN	
Lycalopex#genus	en	Lycalopex	0	Lycalopex NOUN	
Lynx#genus	en	Lynx	0	Lynx NOUN	
Lyrebird#genus	en	Menura	0	Menura PROPN	
Macaque#genus	en	Macaca	0	Macaca PROPN	
Macaque#genus	en	Macaques	0	Macaque PROPN	
Macroglossum#genus	en	Macroglossum	0	Macroglossum PROPN	
Macropus#genus	en	Macropus	0	Macropus NOUN	
Macropus#genus	en	Kangaroos, wallabies and wallaroos	0	Kangaroos NOUN	, PUNCT punct> wallaby NOUN | wallaby NOUN conj> Kangaroos NOUN | and CCONJ cc> wallaroo NOUN | wallaroo NOUN conj> Kangaroos NOUN
Maculinea#genus	en	Maculinea	0	Maculinea NOUN	
Mammoth#genus	en	Mammuthus	0	Mammuthus PROPN	
Mammoth#genus	en	Mammoths	0	Mammoth PROPN	
Mammoth#genus	en	earth horn	2	horn NOUN	earth NOUN compound> horn NOUN
Manatee#genus	en	Trichechus	0	Trichechus NOUN	
Maple#genus	en	Acer 	0	Acer NOUN	
Mara_mammal#genus	en	Dolichotis	0	Dolichotis NOUN	
Marmot#genus	en	Marmota	0	Marmota PROPN	
Marten#genus	en	Martes	0	Martes PROPN	
Mastodon#genus	en	Mammut	0	Mammut NOUN	
Megaloceros#genus	en	Megaloceros	0	Megalocero PROPN	
Melanargia#genus	en	Melanargia	0	Melanargia PROPN	
Merops_genus#genus	en	Merops	0	Merops PROPN	
Merops_genus#genus	en	Bee-eaters (Merops)	0	-eater NOUN	bee PROPN compound> -eater NOUN | ( PUNCT punct> Merops PROPN | Merops PROPN appos> -eater NOUN | ) PUNCT punct> Merops PROPN
Micromys#genus	en	Micromys	0	Micromys PROPN	
Microtus#genus	en	Microtus	0	Microtus NOUN	
Milvus#genus	en	Milvus	0	Milvus PROPN	
Miniopterus#genus	en	Miniopterus	0	Miniopterus PROPN	
Mollymawk#genus	en	Thalassarche	0	Thalassarche NOUN	
Monachus#genus	en	Monachus	0	Monachus NOUN	
Monitor_lizard#genus	en	Varanus	0	Varanus PROPN	
Monitor_lizard#genus	en	Monitor Lizards	0	lizards PROPN	monitor PROPN compound> lizards PROPN
Monodon#genus	en	Monodon	0	Monodon PROPN	
Moorhen#genus	en	Gallinula	0	Gallinula PROPN	
Morelia_genus#genus	en	Morelia	0	Morelia PROPN	
Motacilla#genus	en	Motacilla	0	Motacilla PROPN	
Motacilla#genus	en	Wagtails	0	Wagtail NOUN	
Mouse-eared_bat#genus	en	Myotis	0	Myotis PROPN	
Mouse_lemur#genus	en	Microcebus	0	Microcebus PROPN	
Mouse_lemur#genus	en	Mouse lemurs	0	lemur NOUN	mouse NOUN compound> lemur NOUN
Mulgara#genus	en	Dasycercus	0	Dasycercus PROPN	
Muntjac#genus	en	Muntiacus	0	Muntiacus PROPN	
Muscicapa#genus	en	Muscicapa	0	Muscicapa PROPN	
Mycteria#genus	en	Mycteria	0	Mycteria PROPN	
Naja#genus	en	Naja	0	Naja PROPN	
Naja#genus	en	Cobras	0	Cobras PROPN	
Nanger#genus	en	Nanger	0	Nanger PROPN	
Narcissus_plant#genus	en	Narcissus	0	Narcissus PROPN	
Nasua#genus	en	Nasua	0	Nasua PROPN	
Nasua#genus	en	Coatis	0	Coatis PROPN	
Natrix#genus	en	Natrix	0	Natrix PROPN	
Negaprion#genus	en	Negaprion	0	Negaprion NOUN	
Neofelis#genus	en	Neofelis	0	Neofelis PROPN	
Neovison#genus	en	Neovison	0	Neovison PROPN	
Nestor_genus#genus	en	Nestor	0	Nestor NOUN	
Nettle#genus	en	Urtica	0	Urtica PROPN	
Nomascus#genus	en	Nomascus	0	Nomascus PROPN	
North_Pacific_albatross#genus	en	Phoebastria	0	Phoebastria PROPN	
Nyctalus#genus	en	Nyctalus	0	Nyctalus PROPN	
Oak#genus	en	Quercus	0	Quercus PROPN	
Oak#genus	en	Oaks	0	Oak PROPN	
Ophiophagus#genus	en	Ophiophagus	0	Ophiophagus NOUN	
Orangutan#genus	en	Pongo	0	Pongo NOUN	
Orangutan#genus	en	Orangutans	0	Orangutans PROPN	
Orangutan#genus	en	Orangutangs	2	Orangutangs PROPN	
Oreotrochilus#genus	en	Oreotrochilus	0	Oreotrochilus PROPN	
Otis#genus	en	Otis	0	Otis PROPN	
Ovis#genus	en	Ovis	0	Ovis PROPN	
Ovis#genus	en	Sheep	0	sheep NOUN	
Pandion#genus	en	Pandion	0	Pandion NOUN	
Panthera#genus	en	Panthera	0	Panthera PROPN	
Panthera#genus	en	Roaring cats	0	cat NOUN	Roaring PROPN compound> cat NOUN
Panthera#genus	en	Great cats	2	cat NOUN	great ADJ amod> cat NOUN
Panurus#genus	en	Panurus	0	Panurus PROPN	
Papaver#genus	en	Papaver	0	Papaver NOUN	
Papilio#genus	en	Papilio	0	Papilio PROPN	
Parabuteo#genus	en	Parabuteo	0	Parabuteo NOUN	
Paradisaea#genus	en	Paradisaea	0	Paradisaea NOUN	
Pardosa#genus	en	Pardosa	0	Pardosa PROPN	
Parotia#genus	en	Parotia	0	Parotia NOUN	
Parotomys#genus	en	Parotomys	0	Parotomy PROPN	
Parus#genus	en	Parus	0	Parus NOUN	
Passer#genus	en	Passer	0	Passer NOUN	
Pavo_genus#genus	en	Pavo	0	Pavo PROPN	
P_C3_A8re_David_27s_Deer#genus	en	Elaphurus	0	Elaphurus PROPN	
Pelophylax#genus	en	Pelophylax	0	Pelophylax NOUN	
Periparus#genus	en	Periparus	0	Periparus PROPN	
Pernis_bird#genus	en	Pernis	0	Pernis NOUN	
Petaurus#genus	en	Petaurus	0	Petaurus PROPN	
Phascolarctos#genus	en	Phascolarctos	0	Phascolarctos PROPN	
Phasianus#genus	en	Phasianus	0	Phasianus NOUN	
Phocoena#genus	en	Phocoena	0	Phocoena PROPN	
Phoenicurus#genus	en	Phoenicurus	0	Phoenicurus NOUN	
Physeter#genus	en	Physeter	0	Physeter NOUN	
Pica_genus#genus	en	Pica	0	Pica PROPN	
Picus_biology#genus	en	Picus	0	Picus PROPN	
Pika#genus	en	Ochotona	0	Ochotona PROPN	
Pinus#genus	en	Pinus	0	Pinus NOUN	
Pinus#genus	en	Pines	0	pine PROPN	
Pipistrellus#genus	en	Pipistrellus	0	Pipistrellus NOUN	
Pipra#genus	en	Pipra	0	Pipra PROPN	
Platysaurus#genus	en	Platysaurus	0	Platysaurus NOUN	
Plecotus#genus	en	Plecotus	0	Plecotus NOUN	
Podiceps#genus	en	Podiceps	0	Podicep NOUN	
Podiceps#genus	en	Typical grebes	0	grebe NOUN	typical ADJ amod> grebe NOUN
Podocnemis#genus	en	Podocnemis	0	Podocnemis NOUN	
Polyommatus#genus	en	Polyommatus	0	Polyommatus NOUN	
Prairie_dog#genus	en	Cynomys	0	Cynomy PROPN	
Prairie_dog#genus	en	Prairie dogs	0	dog NOUN	Prairie NOUN compound> dog NOUN
Prionailurus#genus	en	Prionailurus	0	Prionailurus NOUN	
Procapra#genus	en	Procapra	0	Procapra PROPN	
Pseudois#genus	en	Pseudois	0	Pseudois PROPN	
Puffin#genus	en	Fratercula	0	Fratercula PROPN	
Puffinus#genus	en	Puffinus	0	Puffinus NOUN	
Puffinus#genus	en	Shearwaters	0	Shearwater PROPN	
Puma_genus#genus	en	Puma	0	Puma NOUN	
Pusa#genus	en	Pusa	0	Pusa PROPN	
Pusa#genus	en	Pusa seals	0	seals NOUN	Pusa PROPN compound> seals NOUN
Pycnopodia#genus	en	Pycnopodia	0	Pycnopodia PROPN	
Pygocentrus#genus	en	Pygocentrus	0	Pygocentrus NOUN	
Pygoscelis#genus	en	Pygoscelis	0	Pygoscelis PROPN	
Pygoscelis#genus	en	Brush-tailed penguins	0	penguin NOUN	Brush PROPN obl:npmod> taile VERB | - PUNCT punct> taile VERB | taile VERB amod> penguin NOUN
Pyronia#genus	en	Pyronia	0	Pyronia PROPN	
Pyrrhula#genus	en	Pyrrhula	0	Pyrrhula PROPN	
Python_genus#genus	en	Python	0	python NOUN	
Python_genus#genus	en	Pythons	0	python NOUN	
Quelea#genus	en	Quelea	0	Quelea NOUN	
Quoll#genus	en	Dasyurus	0	Dasyurus PROPN	
Rallus#genus	en	Rallus	0	Rallus PROPN	
Rana_genus#genus	en	Rana	0	Rana PROPN	
Rat#genus	en	Rattus	0	Rattus PROPN	
Red-backed_vole#genus	en	Myodes	0	Myode PROPN	
Rhinoceros_genus#genus	en	Rhinoceros	0	Rhinoceros PROPN	
Rhinodermatidae#genus	en	Rhinoderma	0	Rhinoderma PROPN	
Rhinolophus#genus	en	Rhinolophus	0	Rhinolophus PROPN	
Rhynchocyon#genus	en	Rhynchocyon	0	Rhynchocyon PROPN	
Rhynochetos#genus	en	Rhynochetos	0	Rhynochetos PROPN	
Ridley_sea_turtle#genus	en	Lepidochelys	0	Lepidochelys PROPN	
Right_whale#genus	en	Eubalaena	0	Eubalaena PROPN	
Riparia#genus	en	Riparia	0	Riparia PROPN	
Rock-wallaby#genus	en	Petrogale	0	Petrogale PROPN	
Rock-wallaby#genus	en	Rock wallabies	0	wallaby NOUN	rock NOUN compound> wallaby NOUN
Ruffed_lemur#genus	en	Varecia	0	Varecia PROPN	
Sailfish#genus	en	Istiophorus	0	Istiophorus PROPN	
Salmo#genus	en	Salmo	0	Salmo PROPN	
Salmo#genus	en	Atlantic salmon and trout	0	salmon NOUN	Atlantic PROPN compound> salmon NOUN | and CCONJ cc> trout NOUN | trout NOUN conj> salmon NOUN
Salmo#genus	en	Atlantic salmon	2	salmon NOUN	Atlantic PROPN compound> salmon NOUN
Sarcophilus#genus	en	Sarcophilus	0	Sarcophilus PROPN	
Saxicola#genus	en	Saxicola	0	Saxicola PROPN	
Saxicola#genus	en	Chats	0	chat PROPN	
Saxicola#genus	en	Stonechats	2	Stonechat PROPN	
Scathophaga#genus	en	Scathophaga	0	Scathophaga PROPN	
Schistocerca#genus	en	Schistocerca	0	Schistocerca PROPN	
Sciurus#genus	en	Sciurus	0	Sciurus PROPN	
Sciurus#genus	en	Bushy-tailed squirrels	0	squirrel NOUN	Bushy PROPN obl:npmod> taile VERB | - PUNCT punct> taile VERB | taile VERB amod> squirrel NOUN
Sea_eagle#genus	en	Haliaeetus	0	Haliaeetus NOUN	
Sea_eagle#genus	en	Sea eagles	0	eagle NOUN	Sea NOUN compound> eagle NOUN
Sea_eagle#genus	en	Fish eagles	2	eagle NOUN	Fish ADJ amod> eagle NOUN
Seahorse#genus	en	Hippocampus	0	Hippocampus NOUN	
Sepia_genus#genus	en	Sepia	0	Sepia PROPN	
Sepia_genus#genus	en	Sepia cuttlefish	0	cuttlefish NOUN	Sepia PROPN compound> cuttlefish NOUN
Sifaka#genus	en	Propithecus	0	Propithecus NOUN	
Sifaka#genus	en	Sifakas	0	Sifakas PROPN	
Skua#genus	en	Stercorarius	0	Stercorarius PROPN	
Skua#genus	en	Skuas and jaegers	0	Skua NOUN	and CCONJ cc> jaeger NOUN | jaeger NOUN conj> Skua NOUN
Snub-nosed_monkey#genus	en	Rhinopithecus	0	Rhinopithecus PROPN	
Snub-nosed_monkey#genus	en	Snub-nosed monkeys	0	monkey NOUN	snub PROPN obl:npmod> nose VERB | - PUNCT punct> nose VERB | nose VERB amod> monkey NOUN
Sorex#genus	en	Sorex	0	Sorex NOUN	
Spermophilus#genus	en	Spermophilus	0	Spermophilus NOUN	
Stenella#genus	en	Stenella	0	Stenella PROPN	
Stenella#genus	en	Spotted dolphins	0	dolphin NOUN	spotted VERB amod> dolphin NOUN
Stenella#genus	en	Bridled dolphins	2	dolphin NOUN	Bridled VERB amod> dolphin NOUN
Stenella#genus	en	Spinner dolphins	2	dolphin PROPN	Spinner PROPN compound> dolphin PROPN
Stenella#genus	en	Striped dolphins	2	dolphin NOUN	Striped VERB amod> dolphin NOUN
Sterna#genus	en	Sterna	0	Sterna PROPN	
Streptopelia#genus	en	Streptopelia	0	Streptopelia PROPN	
Streptopelia#genus	en	Turtle doves	0	dove NOUN	Turtle ADJ amod> dove NOUN
Strix_genus#genus	en	Strix	0	Strix NOUN	
Strix_genus#genus	en	Earless owls	0	owl NOUN	earless NOUN compound> owl NOUN
Strix_genus#genus	en	Wood owls	2	owl PROPN	Wood PROPN compound> owl PROPN
Strongylocentrotus#genus	en	Strongylocentrotus	0	Strongylocentrotus NOUN	
Sturnus#genus	en	Sturnus	0	Sturnus PROPN	
Swan#genus	en	Cygnus	0	Cygnus NOUN	
Swan#genus	en	Swans	0	Swans PROPN	
Syconycteris#genus	en	Syconycteris	0	Syconycteris PROPN	
Symphalangus#genus	en	Symphalangus	0	Symphalangus NOUN	
Taeniopygia#genus	en	Taeniopygia	0	Taeniopygia PROPN	
Taipan#genus	en	Oxyuranus	0	Oxyuranus PROPN	
Talpa_genus#genus	en	Talpa	0	Talpa PROPN	
Tamarin#genus	en	Saguinus	0	Saguinus PROPN	
Taxus#genus	en	Taxus	0	Taxus PROPN	
Tetrao#genus	en	Tetrao	0	Tetrao PROPN	
Tetrao#genus	en	Eurasian grouse	0	grouse NOUN	Eurasian ADJ amod> grouse NOUN
Theraphosa#genus	en	Theraphosa	0	Theraphosa PROPN	
Theristicus#genus	en	Theristicus	0	Theristicus PROPN	
Thermophis#genus	en	Thermophis	0	Thermophis PROPN	
Three-toed_sloth#genus	en	Bradypus	0	Bradypus PROPN	
Three-toed_sloth#genus	en	Three-toed sloths	0	sloth NOUN	Three NUM compound> toe VERB | - PUNCT punct> toe VERB | toe VERB amod> sloth NOUN
Tolypeutes#genus	en	Tolypeutes	0	Tolypeutes PROPN	
Trachelophorus#genus	en	Trachelophorus	0	Trachelophorus PROPN	
Tragopan#genus	en	Tragopan	0	Tragopan PROPN	
Tree-kangaroo#genus	en	Dendrolagus	0	Dendrolagus NOUN	
Tree-kangaroo#genus	en	Tree-Kangaroos	0	Kangaroos PROPN	tree PROPN compound> Kangaroos PROPN | - PUNCT punct> Kangaroos PROPN
Triturus#genus	en	Triturus	0	Triturus NOUN	
Troglodytes_wren#genus	en	Troglodytes	0	Troglodyte PROPN	
True_lemur#genus	en	Eulemur	0	Eulemur PROPN	
True_thrush#genus	en	Turdus	0	Turdus NOUN	
True_thrush#genus	en	Thrushes	0	Thrush NOUN	
Turkey_bird#genus	en	Meleagris	0	Meleagris PROPN	
Typical_warbler#genus	en	Sylvia	0	Sylvia PROPN	
Typical_warbler#genus	en	Sylvia warblers	0	warbler NOUN	Sylvia PROPN compound> warbler NOUN
Uakari#genus	en	Cacajao	0	Cacajao PROPN	
Uria#genus	en	Uria	0	Uria PROPN	
Uria#genus	en	Guillemots	0	Guillemot PROPN	
Uria#genus	en	Murres	2	Murres PROPN	
Ursus_genus#genus	en	Ursus	0	Ursus PROPN	
Ursus_genus#genus	en	Black, brown and polar bears	0	bear NOUN	black ADJ amod> bear NOUN | , PUNCT punct> brown ADJ | brown ADJ conj> black ADJ | and CCONJ cc> polar ADJ | polar ADJ conj> black ADJ
Vanellus#genus	en	Vanellus	0	Vanellus PROPN	
Vanessa_butterfly#genus	en	Vanessa	0	Vanessa PROPN	
Vespula#genus	en	Vespula	0	Vespula PROPN	
Vipera#genus	en	Vipera	0	Vipera PROPN	
Vulpes#genus	en	Vulpes	0	Vulpe PROPN	
Vulpes#genus	en	True foxes	0	fox NOUN	true ADJ amod> fox NOUN
Waxwing#genus	en	Bombycilla	0	Bombycilla PROPN	
Weasel#genus	en	Mustela	0	Mustela PROPN	
Weasel#genus	en	Weasels	0	Weasel NOUN	
Whites_butterfly#genus	en	Pieris	0	Pieris PROPN	
Wildebeest#genus	en	Connochaetes	0	Connochaetes PROPN	
Woolly_monkey#genus	en	Lagothrix	0	Lagothrix NOUN	
Zootoca#genus	en	Zootoca	0	Zootoca PROPN	
Ancient_woodland#habitat	en	Oak wood	0	wood NOUN	oak PROPN compound> wood NOUN
Arable_land#habitat	en	Farmland	0	Farmland PROPN	
Benthic_zone#habitat	en	Sea bed	0	bed NOUN	Sea NOUN compound> bed NOUN
Bog#habitat	en	Bog	0	Bog NOUN	
Brackish#habitat	en	Brackish water	0	water NOUN	Brackish ADJ amod> water NOUN
Brownfield_land#habitat	en	Brownfield land	0	land NOUN	Brownfield PROPN compound> land NOUN
Calcareous_grassland#habitat	en	Chalk grassland	0	grassland NOUN	Chalk PROPN compound> grassland NOUN
Coast#habitat	en	Coastal	0	coastal NOUN	
Deep_sea#habitat	en	Deep ocean	0	ocean NOUN	deep ADJ amod> ocean NOUN
English_Lowlands_beech_forests#habitat	en	Beech wood	0	wood NOUN	Beech PROPN compound> wood NOUN
Estuary#habitat	en	Estuaries	0	Estuaries PROPN	
Heath_habitat#habitat	en	Heathland	0	Heathland PROPN	
hedge#habitat	en	Hedgerows	0	Hedgerows PROPN	
Hydrothermal_vent#habitat	en	Hydrothermal vents	0	vent NOUN	Hydrothermal ADJ amod> vent NOUN
Intertidal_zone#habitat	en	Intertidal zone	0	zone PROPN	Intertidal PROPN compound> zone PROPN
Lake#habitat	en	Lakes and ponds	0	Lake NOUN	and CCONJ cc> ponds NOUN | ponds NOUN conj> Lake NOUN
Limestone_pavement#habitat	en	Limestone pavements	0	pavement NOUN	Limestone PROPN compound> pavement NOUN
Mangrove#habitat	en	Mangroves	0	Mangrove PROPN	
Meadow#habitat	en	Wildflower meadow	0	meadow NOUN	Wildflower PROPN compound> meadow NOUN
Moorland#habitat	en	Moorland	0	moorland PROPN	
Mountain#habitat	en	Mountains	0	Mountains PROPN	
Neritic_zone#habitat	en	Shallow seas	0	seas NOUN	shallow ADJ amod> seas NOUN
Park#habitat	en	Parkland	0	Parkland NOUN	
Pelagic#habitat	en	Open ocean	0	ocean NOUN	open PROPN compound> ocean NOUN
Polar_region#habitat	en	Polar	0	polar NOUN	
Reef#habitat	en	Reefs	0	Reefs PROPN	
River#habitat	en	Rivers and streams	0	River NOUN	and CCONJ cc> stream NOUN | stream NOUN conj> River NOUN
Taiga#habitat	en	Taiga	0	Taiga PROPN	
Temperate_broadleaf_and_mixed_forests#habitat	en	Broadleaf forest	0	forest NOUN	Broadleaf PROPN compound> forest NOUN
Temperate_coniferous_forest#habitat	en	Coniferous forest	0	forest NOUN	Coniferous ADJ amod> forest NOUN
Temperate_grasslands_savannas_and_shrublands#habitat	en	Temperate grassland	0	grassland NOUN	Temperate ADJ amod> grassland NOUN
